ticker,code,Industry_group_code,Industry_group_name
ALXN,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AM,10102040,1010,Energy
AMAG,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMAL,40101015,4010,Banks
AMAT,45301010,4530,Semiconductors & Semiconductor Equipment
AMBA,45301020,4530,Semiconductors & Semiconductor Equipment
AMBC,40301040,4030,Insurance
AMC,50202010,5020,Media & Entertainment
AMCX,50201020,5020,Media & Entertainment
AMD,45301020,4530,Semiconductors & Semiconductor Equipment
AME,20104010,2010,Capital Goods
AMED,35102015,3510,Health Care Equipment & Services
AMEH,35102015,3510,Health Care Equipment & Services
AMG,40203010,4020,Diversified Financials
AMGN,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMH,60101060,6010,Real Estate
AMK,40203010,4020,Diversified Financials
AMKR,45301010,4530,Semiconductors & Semiconductor Equipment
AMN,35102015,3510,Health Care Equipment & Services
AMNB,40101015,4010,Banks
AMOT,20104010,2010,Capital Goods
AMP,40203010,4020,Diversified Financials
AMPH,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMPY,10102020,1010,Energy
AMRC,20103010,2010,Capital Goods
AMRS,15101050,1510,Materials
AMRX,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMSC,20104010,2010,Capital Goods
AMSF,40301040,4030,Insurance
AMSWA,45103010,4510,Software & Services
AMT,60101080,6010,Real Estate
AMTB,40101015,4010,Banks
AMTD,40203020,4020,Diversified Financials
AMWD,20102010,2010,Capital Goods
AMZN,25502020,2550,Retailing
AN,25504050,2550,Retailing
ANAB,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANAT,40301030,4030,Insurance
ANDE,30101020,3010,Food & Staples Retailing
ANET,45201020,4520,Technology Hardware & Equipment
ANF,25504010,2550,Retailing
ANGO,35101010,3510,Health Care Equipment & Services
ANH,40204010,4020,Diversified Financials
ANIK,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANIP,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANSS,45103010,4510,Software & Services
ANTM,35102030,3510,Health Care Equipment & Services
AOBC,25202010,2520,Consumer Durables & Apparel
AON,40301010,4030,Insurance
AOS,20102010,2010,Capital Goods
AOSL,45301020,4530,Semiconductors & Semiconductor Equipment
APA,10102020,1010,Energy
APAM,40203010,4020,Diversified Financials
APD,15101040,1510,Materials
APEI,25302010,2530,Consumer Services
APH,45203015,4520,Technology Hardware & Equipment
APLE,60101030,6010,Real Estate
APLS,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APLT,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APOG,20102010,2010,Capital Goods
APPF,45103010,4510,Software & Services
APPN,45103020,4510,Software & Services
APPS,45103010,4510,Software & Services
APRE,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APTS,60101060,6010,Real Estate
APTV,25101010,2510,Automobiles & Components
APY,10101020,1010,Energy
APYX,35101010,3510,Health Care Equipment & Services
AQUA,20106020,2010,Capital Goods
AR,10102020,1010,Energy
ARA,35102015,3510,Health Care Equipment & Services
ARAY,35101010,3510,Health Care Equipment & Services
ARCB,20304020,2030,Transportation
ARCH,10102050,1010,Energy
ARD,15103010,1510,Materials
ARDX,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARE,60101040,6010,Real Estate
ARES,40203010,4020,Diversified Financials
ARGO,40301040,4030,Insurance
ARI,40204010,4020,Diversified Financials
ARL,60102020,6010,Real Estate
ARLO,45203010,4520,Technology Hardware & Equipment
ARMK,25301040,2530,Consumer Services
ARNA,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARNC,15104010,1510,Materials
AROC,10101020,1010,Energy
AROW,40101015,4010,Banks
ARQT,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARR,40204010,4020,Diversified Financials
ARTNA,55104010,5510,Utilities
ARVN,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARW,45203030,4520,Technology Hardware & Equipment
ARWR,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ASB,40101015,4010,Banks
ASC,10102040,1010,Energy
ASGN,20202010,2020,Commercial & Professional Services
ASH,15101050,1510,Materials
ASIX,15101010,1510,Materials
ASMB,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ASNA,25504010,2550,Retailing
ASPS,60102040,6010,Real Estate
ASRT,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ASTE,20106010,2010,Capital Goods
AT,55105010,5510,Utilities
ATEC,35101010,3510,Health Care Equipment & Services
ATEN,45103020,4510,Software & Services
ATEX,50101010,5010,Telecommunication Services
ATGE,25302010,2530,Consumer Services
ATH,40301020,4030,Insurance
ATHX,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATI,15104050,1510,Materials
ATKR,20104010,2010,Capital Goods
ATLO,40101015,4010,Banks
ATNI,50101020,5010,Telecommunication Services
ATNX,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATO,55102010,5510,Utilities
ATR,15103010,1510,Materials
ATRA,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATRC,35101010,3510,Health Care Equipment & Services
ATRI,35101020,3510,Health Care Equipment & Services
ATRO,20101010,2010,Capital Goods
ATRS,35101020,3510,Health Care Equipment & Services
ATSG,20301010,2030,Transportation
ATUS,50201030,5020,Media & Entertainment
ATVI,50202020,5020,Media & Entertainment
AUB,40101015,4010,Banks
AVA,55103010,5510,Utilities
AVAV,20101010,2010,Capital Goods
AVB,60101060,6010,Real Estate
AVCO,35102015,3510,Health Care Equipment & Services
AVD,15101030,1510,Materials
AVGO,45301020,4530,Semiconductors & Semiconductor Equipment
AVID,45202030,4520,Technology Hardware & Equipment
AVLR,45103010,4510,Software & Services
AVNS,35101020,3510,Health Care Equipment & Services
AVRO,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AVT,45203030,4520,Technology Hardware & Equipment
AVTR,35203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AVXL,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AVY,15103020,1510,Materials
AVYA,45103010,4510,Software & Services
AWI,20102010,2010,Capital Goods
AWK,55104010,5510,Utilities
AWR,55104010,5510,Utilities
AX,40102010,4010,Banks
AXAS,10102020,1010,Energy
AXDX,35101010,3510,Health Care Equipment & Services
AXE,45203030,4520,Technology Hardware & Equipment
AXGN,35101010,3510,Health Care Equipment & Services
AXL,25101010,2510,Automobiles & Components
AXLA,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AXNX,35101010,3510,Health Care Equipment & Services
AXP,40202010,4020,Diversified Financials
AXS,40301040,4030,Insurance
AXSM,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AXTA,15101050,1510,Materials
AXTI,45301010,4530,Semiconductors & Semiconductor Equipment
AYI,20104010,2010,Capital Goods
AYX,45103010,4510,Software & Services
AZO,25504050,2550,Retailing
AZPN,45103010,4510,Software & Services
AZZ,20104020,2010,Capital Goods
B,20106020,2010,Capital Goods
BA,20101010,2010,Capital Goods
BAC,40101010,4010,Banks
BAH,45102010,4510,Software & Services
BANC,40101015,4010,Banks
BAND,50101010,5010,Telecommunication Services
BANF,40101015,4010,Banks
BANR,40101015,4010,Banks
BATRA,50202010,5020,Media & Entertainment
BATRK,50202010,5020,Media & Entertainment
BAX,35101010,3510,Health Care Equipment & Services
BBBY,25504060,2550,Retailing
BBCP,20103010,2010,Capital Goods
BBIO,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BBSI,20202010,2020,Commercial & Professional Services
BBX,25301020,2530,Consumer Services
BBY,25504020,2550,Retailing
BC,25202010,2520,Consumer Durables & Apparel
BCBP,40101015,4010,Banks
BCC,15105010,1510,Materials
BCEI,10102020,1010,Energy
BCEL,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BCML,40101015,4010,Banks
BCO,20201080,2020,Commercial & Professional Services
BCOR,40203010,4020,Diversified Financials
BCOV,45102030,4510,Software & Services
BCPC,15101050,1510,Materials
BCRX,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BDC,45203015,4520,Technology Hardware & Equipment
BDGE,40101015,4010,Banks
BDN,60101040,6010,Real Estate
BDSI,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BDTX,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BDX,35101010,3510,Health Care Equipment & Services
BE,20104020,2010,Capital Goods
BEAM,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BEAT,35102015,3510,Health Care Equipment & Services
BECN,20107010,2010,Capital Goods
BELFB,45203015,4520,Technology Hardware & Equipment
BEN,40203010,4020,Diversified Financials
BERY,15103010,1510,Materials
BF/A,30201020,3020,"Food, Beverage & Tobacco"
BF/B,30201020,3020,"Food, Beverage & Tobacco"
BFAM,25302010,2530,Consumer Services
BFC,40101015,4010,Banks
BFIN,40101015,4010,Banks
BFS,60101070,6010,Real Estate
BFST,40101015,4010,Banks
BFYT,40301010,4030,Insurance
BG,30202010,3020,"Food, Beverage & Tobacco"
BGCP,40203020,4020,Diversified Financials
BGG,20106020,2010,Capital Goods
BGS,30202030,3020,"Food, Beverage & Tobacco"
BGSF,20202010,2020,Commercial & Professional Services
BH,25301040,2530,Consumer Services
BHB,40101015,4010,Banks
BHE,45203020,4520,Technology Hardware & Equipment
BHF,40301020,4030,Insurance
BHLB,40101015,4010,Banks
BHR,60101030,6010,Real Estate
BHVN,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BIG,25503020,2550,Retailing
BIIB,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BILL,45103010,4510,Software & Services
BIO,35203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BJ,30101040,3010,Food & Staples Retailing
BJRI,25301040,2530,Consumer Services
BK,40203010,4020,Diversified Financials
BKD,35102020,3510,Health Care Equipment & Services
BKE,25504010,2550,Retailing
BKH,55103010,5510,Utilities
BKI,45102020,4510,Software & Services
BKNG,25502020,2550,Retailing
BKR,10101020,1010,Energy
BKU,40101015,4010,Banks
BL,45103010,4510,Software & Services
BLBD,20106010,2010,Capital Goods
BLD,25201030,2520,Consumer Durables & Apparel
BLDR,20102010,2010,Capital Goods
BLFS,35101020,3510,Health Care Equipment & Services
BLK,40203010,4020,Diversified Financials
BLKB,45103010,4510,Software & Services
BLL,15103010,1510,Materials
BLMN,25301040,2530,Consumer Services
BLUE,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BLX,40201040,4020,Diversified Financials
BMCH,20107010,2010,Capital Goods
BMI,45203010,4520,Technology Hardware & Equipment
BMRC,40101015,4010,Banks
BMRN,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BMTC,40101015,4010,Banks
BMY,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BNED,25504040,2550,Retailing
BNFT,45103010,4510,Software & Services
BOCH,40101015,4010,Banks
BOH,40101015,4010,Banks
BOKF,40101015,4010,Banks
BOMN,50201010,5020,Media & Entertainment
BOOM,10101020,1010,Energy
BOOT,25504010,2550,Retailing
BOX,45103010,4510,Software & Services
BPFH,40101015,4010,Banks
BPMC,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BPOP,40101015,4010,Banks
BPRN,40101015,4010,Banks
BPYU,60101070,6010,Real Estate
BR,45102020,4510,Software & Services
BRBR,30302010,3030,Household & Personal Products
BRC,20201010,2020,Commercial & Professional Services
BREW,30201010,3020,"Food, Beverage & Tobacco"
BRG,60101060,6010,Real Estate
BRID,30202030,3020,"Food, Beverage & Tobacco"
BRK/B,40201030,4020,Diversified Financials
BRKL,40101015,4010,Banks
BRKR,35203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BRKS,45301010,4530,Semiconductors & Semiconductor Equipment
BRO,40301010,4030,Insurance
BRP,40301010,4030,Insurance
BRT,60101060,6010,Real Estate
BRX,60101070,6010,Real Estate
BRY,10102020,1010,Energy
BSET,25201020,2520,Consumer Durables & Apparel
BSGM,35101010,3510,Health Care Equipment & Services
BSIG,40203010,4020,Diversified Financials
BSRR,40101015,4010,Banks
BSTC,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BSVN,40101015,4010,Banks
BSX,35101010,3510,Health Care Equipment & Services
BTAI,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BTU,10102050,1010,Energy
BURL,25504010,2550,Retailing
BUSE,40101015,4010,Banks
BV,20201050,2020,Commercial & Professional Services
BWA,25101010,2510,Automobiles & Components
BWB,40102010,4010,Banks
BWFG,40101015,4010,Banks
BWXT,20101010,2010,Capital Goods
BXC,20107010,2010,Capital Goods
BXG,25301020,2530,Consumer Services
BXMT,40204010,4020,Diversified Financials
BXP,60101040,6010,Real Estate
BXRX,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BXS,40101015,4010,Banks
BY,40101015,4010,Banks
BYD,25301010,2530,Consumer Services
BYND,30202030,3020,"Food, Beverage & Tobacco"
BYSI,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BZH,25201030,2520,Consumer Durables & Apparel
C,40101010,4010,Banks
CABA,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CABO,50201030,5020,Media & Entertainment
CAC,40101015,4010,Banks
CACC,40202010,4020,Diversified Financials
CACI,45102010,4510,Software & Services
CADE,40101015,4010,Banks
CAG,30202030,3020,"Food, Beverage & Tobacco"
CAH,35102010,3510,Health Care Equipment & Services
CAI,20107010,2010,Capital Goods
CAKE,25301040,2530,Consumer Services
CAL,25504010,2550,Retailing
CALA,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CALM,30202030,3020,"Food, Beverage & Tobacco"
CALX,45201020,4520,Technology Hardware & Equipment
CAMP,45201020,4520,Technology Hardware & Equipment
CAR,20304020,2030,Transportation
CARA,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CARE,40101015,4010,Banks
CARG,50203010,5020,Media & Entertainment
CARR,20102010,2010,Capital Goods
CARS,50203010,5020,Media & Entertainment
CASA,45201020,4520,Technology Hardware & Equipment
CASH,40102010,4010,Banks
CASI,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CASS,45102020,4510,Software & Services
CASY,30101030,3010,Food & Staples Retailing
CAT,20106010,2010,Capital Goods
CATC,40101015,4010,Banks
CATM,45102020,4510,Software & Services
CATO,25504010,2550,Retailing
CATS,35102015,3510,Health Care Equipment & Services
CATY,40101015,4010,Banks
CB,40301040,4030,Insurance
CBAN,40101015,4010,Banks
CBAY,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CBB,50101020,5010,Telecommunication Services
CBL,60101070,6010,Real Estate
CBMG,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CBNK,40101015,4010,Banks
CBOE,40203040,4020,Diversified Financials
CBRE,60102040,6010,Real Estate
CBRL,25301040,2530,Consumer Services
CBSH,40101015,4010,Banks
CBT,15101010,1510,Materials
CBTX,40101015,4010,Banks
CBU,40101015,4010,Banks
CBZ,20202020,2020,Commercial & Professional Services
CC,15101020,1510,Materials
CCB,40101015,4010,Banks
CCBG,40101015,4010,Banks
CCF,15101050,1510,Materials
CCI,60101080,6010,Real Estate
CCK,15103010,1510,Materials
CCL,25301020,2530,Consumer Services
CCMP,45301010,4530,Semiconductors & Semiconductor Equipment
CCNE,40101015,4010,Banks
CCO,50201010,5020,Media & Entertainment
CCOI,50101010,5010,Telecommunication Services
CCRN,35102015,3510,Health Care Equipment & Services
CCS,25201030,2520,Consumer Durables & Apparel
CCXI,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDAY,45103010,4510,Software & Services
CDE,15104030,1510,Materials
CDEV,10102020,1010,Energy
CDK,45103010,4510,Software & Services
CDLX,50201010,5020,Media & Entertainment
CDMO,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDNA,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDNS,45103010,4510,Software & Services
CDR,60101070,6010,Real Estate
CDW,45203030,4520,Technology Hardware & Equipment
CDXC,35203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDXS,35203010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDZI,55104010,5510,Utilities
CE,15101050,1510,Materials
CECE,20201050,2020,Commercial & Professional Services
CEIX,10102050,1010,Energy
CELC,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CELH,30201030,3020,"Food, Beverage & Tobacco"
CENT,30301010,3030,Household & Personal Products
CENTA,30301010,3030,Household & Personal Products
CENX,15104010,1510,Materials
CERC,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CERN,35103010,3510,Health Care Equipment & Services
CERS,35101020,3510,Health Care Equipment & Services
CETV,50201020,5020,Media & Entertainment
CEVA,45301020,4530,Semiconductors & Semiconductor Equipment
CF,15101030,1510,Materials
CFB,40101015,4010,Banks
CFFI,40101015,4010,Banks
CFFN,40102010,4010,Banks
CFG,40101015,4010,Banks
CFMS,35101010,3510,Health Care Equipment & Services
CFR,40101015,4010,Banks
CFX,20106020,2010,Capital Goods
CGNX,45203010,4520,Technology Hardware & Equipment
CHAP,10102020,1010,Energy
CHCO,40101015,4010,Banks
CHCT,60101050,6010,Real Estate
CHD,30301010,3030,Household & Personal Products
CHDN,25301010,2530,Consumer Services
CHE,35102015,3510,Health Care Equipment & Services
CHEF,30101020,3010,Food & Staples Retailing
CHGG,25302010,2530,Consumer Services
CHH,25301020,2530,Consumer Services
CHK,10102020,1010,Energy
CHMA,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CHMG,40101015,4010,Banks
CHMI,40204010,4020,Diversified Financials
CHNG,35103010,3510,Health Care Equipment & Services
CHRA,20201050,2020,Commercial & Professional Services
CHRS,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CHRW,20301010,2030,Transportation
CHS,25504010,2550,Retailing
CHTR,50201030,5020,Media & Entertainment
CHUY,25301040,2530,Consumer Services
CI,35102015,3510,Health Care Equipment & Services
CIA,40301020,4030,Insurance
CIEN,45201020,4520,Technology Hardware & Equipment
CIM,40204010,4020,Diversified Financials
CINF,40301040,4030,Insurance
CIO,60101040,6010,Real Estate
CIR,20106020,2010,Capital Goods
CIT,40101015,4010,Banks
CIVB,40101015,4010,Banks
CIX,20201060,2020,Commercial & Professional Services
CKH,10101020,1010,Energy
CKPT,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CL,30301010,3030,Household & Personal Products
CLAR,25202010,2520,Consumer Durables & Apparel
CLBK,40102010,4010,Banks
CLCT,25302020,2530,Consumer Services
CLDR,45103010,4510,Software & Services
CLDT,60101030,6010,Real Estate
CLF,15104050,1510,Materials
CLFD,45201020,4520,Technology Hardware & Equipment
CLGX,20202020,2020,Commercial & Professional Services
CLH,20201050,2020,Commercial & Professional Services
CLI,60101040,6010,Real Estate
CLNC,40204010,4020,Diversified Financials
CLNE,10102030,1010,Energy
CLNY,60101010,6010,Real Estate
CLPR,60101060,6010,Real Estate
CLR,10102020,1010,Energy
CLVS,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CLW,15105020,1510,Materials
CLX,30301010,3030,Household & Personal Products
CLXT,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CMA,40101015,4010,Banks
CMBM,45201020,4520,Technology Hardware & Equipment
CMC,15104050,1510,Materials
CMCO,20106020,2010,Capital Goods
CMCSA,50201030,5020,Media & Entertainment
CMCT,60101040,6010,Real Estate
CMD,35101010,3510,Health Care Equipment & Services
CME,40203040,4020,Diversified Financials
CMG,25301040,2530,Consumer Services
CMI,20106010,2010,Capital Goods
CMLS,50201020,5020,Media & Entertainment
CMO,40204010,4020,Diversified Financials
CMP,15104020,1510,Materials
CMPR,20201010,2020,Commercial & Professional Services
CMRE,20303010,2030,Transportation
CMRX,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CMS,55103010,5510,Utilities
CMTL,45201020,4520,Technology Hardware & Equipment
CNA,40301040,4030,Insurance
CNBKA,40101015,4010,Banks
CNC,35102030,3510,Health Care Equipment & Services
CNCE,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CNDT,45102020,4510,Software & Services
CNK,50202010,5020,Media & Entertainment
CNMD,35101010,3510,Health Care Equipment & Services
CNNE,40201030,4020,Diversified Financials
CNO,40301020,4030,Insurance
CNOB,40101015,4010,Banks
CNP,55103010,5510,Utilities
CNR,20102010,2010,Capital Goods
CNS,40203010,4020,Diversified Financials
CNSL,50101020,5010,Telecommunication Services
CNST,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CNTG,35201010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CNTY,25301010,2530,Consumer Services
CNX,10102020,1010,Energy
CNXN,45203030,4520,Technology Hardware & Equipment
CODA,45203010,4520,Technology Hardware & Equipment
COF,40202010,4020,Diversified Financials
COG,10102020,1010,Energy
COHR,45203010,4520,Technology Hardware & Equipment
COHU,45301010,4530,Semiconductors & Semiconductor Equipment
COKE,30201030,3020,"Food, Beverage & Tobacco"
COLB,40101015,4010,Banks
COLD,60101020,6010,Real Estate
COLL,35202010,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
COLM,25203010,2520,Consumer Durables & Apparel
COMM,45201020,4520,Technology Hardware & Equipment
