ticker,Industry_group_code,Industry_group_name
AGNC,4020,Diversified Financials
AGO,4030,Insurance
AGR,5510,Utilities
AGS,2530,Consumer Services
AGX,2010,Capital Goods
AGYS,4510,Software & Services
AHH,6010,Real Estate
AHT,6010,Real Estate
AI,4020,Diversified Financials
AIG,4030,Insurance
AIMC,2010,Capital Goods
AIMT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AIN,2010,Capital Goods
AIR,2010,Capital Goods
AIRG,4520,Technology Hardware & Equipment
AIT,2010,Capital Goods
AIV,6010,Real Estate
AIZ,4030,Insurance
AJG,4030,Insurance
AJRD,2010,Capital Goods
AJX,4020,Diversified Financials
AKAM,4510,Software & Services
AKBA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AKCA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AKR,6010,Real Estate
AKRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AKRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AKTS,4520,Technology Hardware & Equipment
AL,2010,Capital Goods
ALB,1510,Materials
ALBO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALCO,3020,"Food, Beverage & Tobacco"
ALDX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALE,5510,Utilities
ALEC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALEX,6010,Real Estate
ALG,2010,Capital Goods
ALGN,3510,Health Care Equipment & Services
ALGT,2030,Transportation
ALK,2030,Transportation
ALKS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALL,4030,Insurance
ALLE,2010,Capital Goods
ALLK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALLO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALLY,4020,Diversified Financials
ALNY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALOT,4520,Technology Hardware & Equipment
ALRM,4510,Software & Services
ALRS,4020,Diversified Financials
ALSN,2010,Capital Goods
ALTM,1010,Energy
ALTR,4510,Software & Services
ALX,6010,Real Estate
ALXN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AM,1010,Energy
AMAG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMAL,4010,Banks
AMAT,4530,Semiconductors & Semiconductor Equipment
AMBA,4530,Semiconductors & Semiconductor Equipment
AMBC,4030,Insurance
AMC,5020,Media & Entertainment
AMCX,5020,Media & Entertainment
AMD,4530,Semiconductors & Semiconductor Equipment
AME,2010,Capital Goods
AMED,3510,Health Care Equipment & Services
AMEH,3510,Health Care Equipment & Services
AMG,4020,Diversified Financials
AMGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMH,6010,Real Estate
AMK,4020,Diversified Financials
AMKR,4530,Semiconductors & Semiconductor Equipment
AMN,3510,Health Care Equipment & Services
AMNB,4010,Banks
AMOT,2010,Capital Goods
AMP,4020,Diversified Financials
AMPH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMPY,1010,Energy
AMRC,2010,Capital Goods
AMRS,1510,Materials
AMRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMSC,2010,Capital Goods
AMSF,4030,Insurance
AMSWA,4510,Software & Services
AMT,6010,Real Estate
AMTB,4010,Banks
AMTD,4020,Diversified Financials
AMWD,2010,Capital Goods
AMZN,2550,Retailing
AN,2550,Retailing
ANAB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANAT,4030,Insurance
ANDE,3010,Food & Staples Retailing
ANET,4520,Technology Hardware & Equipment
ANF,2550,Retailing
ANGO,3510,Health Care Equipment & Services
ANH,4020,Diversified Financials
ANIK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANIP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANSS,4510,Software & Services
ANTM,3510,Health Care Equipment & Services
AOBC,2520,Consumer Durables & Apparel
AON,4030,Insurance
AOS,2010,Capital Goods
AOSL,4530,Semiconductors & Semiconductor Equipment
APA,1010,Energy
APAM,4020,Diversified Financials
APD,1510,Materials
APEI,2530,Consumer Services
APH,4520,Technology Hardware & Equipment
APLE,6010,Real Estate
APLS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APLT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APOG,2010,Capital Goods
APPF,4510,Software & Services
APPN,4510,Software & Services
APPS,4510,Software & Services
APRE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APTS,6010,Real Estate
APTV,2510,Automobiles & Components
APY,1010,Energy
APYX,3510,Health Care Equipment & Services
AQUA,2010,Capital Goods
AR,1010,Energy
ARA,3510,Health Care Equipment & Services
ARAY,3510,Health Care Equipment & Services
ARCB,2030,Transportation
ARCH,1010,Energy
ARD,1510,Materials
ARDX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARE,6010,Real Estate
ARES,4020,Diversified Financials
ARGO,4030,Insurance
ARI,4020,Diversified Financials
ARL,6010,Real Estate
ARLO,4520,Technology Hardware & Equipment
ARMK,2530,Consumer Services
ARNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARNC,1510,Materials
AROC,1010,Energy
AROW,4010,Banks
ARQT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARR,4020,Diversified Financials
ARTNA,5510,Utilities
ARVN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARW,4520,Technology Hardware & Equipment
ARWR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ASB,4010,Banks
ASC,1010,Energy
ASGN,2020,Commercial & Professional Services
ASH,1510,Materials
ASIX,1510,Materials
ASMB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ASNA,2550,Retailing
ASPS,6010,Real Estate
ASRT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ASTE,2010,Capital Goods
AT,5510,Utilities
ATEC,3510,Health Care Equipment & Services
ATEN,4510,Software & Services
ATEX,5010,Telecommunication Services
ATGE,2530,Consumer Services
ATH,4030,Insurance
ATHX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATI,1510,Materials
ATKR,2010,Capital Goods
ATLO,4010,Banks
ATNI,5010,Telecommunication Services
ATNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATO,5510,Utilities
ATR,1510,Materials
ATRA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATRC,3510,Health Care Equipment & Services
ATRI,3510,Health Care Equipment & Services
ATRO,2010,Capital Goods
ATRS,3510,Health Care Equipment & Services
ATSG,2030,Transportation
ATUS,5020,Media & Entertainment
ATVI,5020,Media & Entertainment
AUB,4010,Banks
AVA,5510,Utilities
AVAV,2010,Capital Goods
AVB,6010,Real Estate
AVCO,3510,Health Care Equipment & Services
AVD,1510,Materials
AVGO,4530,Semiconductors & Semiconductor Equipment
AVID,4520,Technology Hardware & Equipment
AVLR,4510,Software & Services
AVNS,3510,Health Care Equipment & Services
AVRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AVT,4520,Technology Hardware & Equipment
AVTR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AVXL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AVY,1510,Materials
AVYA,4510,Software & Services
AWI,2010,Capital Goods
AWK,5510,Utilities
AWR,5510,Utilities
AX,4010,Banks
AXAS,1010,Energy
AXDX,3510,Health Care Equipment & Services
AXE,4520,Technology Hardware & Equipment
AXGN,3510,Health Care Equipment & Services
AXL,2510,Automobiles & Components
AXLA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AXNX,3510,Health Care Equipment & Services
AXP,4020,Diversified Financials
AXS,4030,Insurance
AXSM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AXTA,1510,Materials
AXTI,4530,Semiconductors & Semiconductor Equipment
AYI,2010,Capital Goods
AYX,4510,Software & Services
AZO,2550,Retailing
AZPN,4510,Software & Services
AZZ,2010,Capital Goods
B,2010,Capital Goods
BA,2010,Capital Goods
BAC,4010,Banks
BAH,4510,Software & Services
BANC,4010,Banks
BAND,5010,Telecommunication Services
BANF,4010,Banks
BANR,4010,Banks
BATRA,5020,Media & Entertainment
BATRK,5020,Media & Entertainment
BAX,3510,Health Care Equipment & Services
BBBY,2550,Retailing
BBCP,2010,Capital Goods
BBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BBSI,2020,Commercial & Professional Services
BBX,2530,Consumer Services
BBY,2550,Retailing
BC,2520,Consumer Durables & Apparel
BCBP,4010,Banks
BCC,1510,Materials
BCEI,1010,Energy
BCEL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BCML,4010,Banks
BCO,2020,Commercial & Professional Services
BCOR,4020,Diversified Financials
BCOV,4510,Software & Services
BCPC,1510,Materials
BCRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BDC,4520,Technology Hardware & Equipment
BDGE,4010,Banks
BDN,6010,Real Estate
BDSI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BDTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BDX,3510,Health Care Equipment & Services
BE,2010,Capital Goods
BEAM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BEAT,3510,Health Care Equipment & Services
BECN,2010,Capital Goods
BELFB,4520,Technology Hardware & Equipment
BEN,4020,Diversified Financials
BERY,1510,Materials
BF/A,3020,"Food, Beverage & Tobacco"
BF/B,3020,"Food, Beverage & Tobacco"
BFAM,2530,Consumer Services
BFC,4010,Banks
BFIN,4010,Banks
BFS,6010,Real Estate
BFST,4010,Banks
BFYT,4030,Insurance
BG,3020,"Food, Beverage & Tobacco"
BGCP,4020,Diversified Financials
BGG,2010,Capital Goods
BGS,3020,"Food, Beverage & Tobacco"
BGSF,2020,Commercial & Professional Services
BH,2530,Consumer Services
BHB,4010,Banks
BHE,4520,Technology Hardware & Equipment
BHF,4030,Insurance
BHLB,4010,Banks
BHR,6010,Real Estate
BHVN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BIG,2550,Retailing
BIIB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BILL,4510,Software & Services
BIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BJ,3010,Food & Staples Retailing
BJRI,2530,Consumer Services
BK,4020,Diversified Financials
BKD,3510,Health Care Equipment & Services
BKE,2550,Retailing
BKH,5510,Utilities
BKI,4510,Software & Services
BKNG,2550,Retailing
BKR,1010,Energy
BKU,4010,Banks
BL,4510,Software & Services
BLBD,2010,Capital Goods
BLD,2520,Consumer Durables & Apparel
BLDR,2010,Capital Goods
BLFS,3510,Health Care Equipment & Services
BLK,4020,Diversified Financials
BLKB,4510,Software & Services
BLL,1510,Materials
BLMN,2530,Consumer Services
BLUE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BLX,4020,Diversified Financials
BMCH,2010,Capital Goods
BMI,4520,Technology Hardware & Equipment
BMRC,4010,Banks
BMRN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BMTC,4010,Banks
BMY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BNED,2550,Retailing
BNFT,4510,Software & Services
BOCH,4010,Banks
BOH,4010,Banks
BOKF,4010,Banks
BOMN,5020,Media & Entertainment
BOOM,1010,Energy
BOOT,2550,Retailing
BOX,4510,Software & Services
BPFH,4010,Banks
BPMC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BPOP,4010,Banks
BPRN,4010,Banks
BPYU,6010,Real Estate
BR,4510,Software & Services
BRBR,3030,Household & Personal Products
BRC,2020,Commercial & Professional Services
BREW,3020,"Food, Beverage & Tobacco"
BRG,6010,Real Estate
BRID,3020,"Food, Beverage & Tobacco"
BRK/B,4020,Diversified Financials
BRKL,4010,Banks
BRKR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BRKS,4530,Semiconductors & Semiconductor Equipment
BRO,4030,Insurance
BRP,4030,Insurance
BRT,6010,Real Estate
BRX,6010,Real Estate
BRY,1010,Energy
BSET,2520,Consumer Durables & Apparel
BSGM,3510,Health Care Equipment & Services
BSIG,4020,Diversified Financials
BSRR,4010,Banks
BSTC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BSVN,4010,Banks
BSX,3510,Health Care Equipment & Services
BTAI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BTU,1010,Energy
BURL,2550,Retailing
BUSE,4010,Banks
BV,2020,Commercial & Professional Services
BWA,2510,Automobiles & Components
BWB,4010,Banks
BWFG,4010,Banks
BWXT,2010,Capital Goods
BXC,2010,Capital Goods
BXG,2530,Consumer Services
BXMT,4020,Diversified Financials
BXP,6010,Real Estate
BXRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BXS,4010,Banks
BY,4010,Banks
BYD,2530,Consumer Services
BYND,3020,"Food, Beverage & Tobacco"
BYSI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BZH,2520,Consumer Durables & Apparel
C,4010,Banks
CABA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CABO,5020,Media & Entertainment
CAC,4010,Banks
CACC,4020,Diversified Financials
CACI,4510,Software & Services
CADE,4010,Banks
CAG,3020,"Food, Beverage & Tobacco"
CAH,3510,Health Care Equipment & Services
CAI,2010,Capital Goods
CAKE,2530,Consumer Services
CAL,2550,Retailing
CALA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CALM,3020,"Food, Beverage & Tobacco"
CALX,4520,Technology Hardware & Equipment
CAMP,4520,Technology Hardware & Equipment
CAR,2030,Transportation
CARA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CARE,4010,Banks
CARG,5020,Media & Entertainment
CARR,2010,Capital Goods
CARS,5020,Media & Entertainment
CASA,4520,Technology Hardware & Equipment
CASH,4010,Banks
CASI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CASS,4510,Software & Services
CASY,3010,Food & Staples Retailing
CAT,2010,Capital Goods
CATC,4010,Banks
CATM,4510,Software & Services
CATO,2550,Retailing
CATS,3510,Health Care Equipment & Services
CATY,4010,Banks
CB,4030,Insurance
CBAN,4010,Banks
CBAY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CBB,5010,Telecommunication Services
CBL,6010,Real Estate
CBMG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CBNK,4010,Banks
CBOE,4020,Diversified Financials
CBRE,6010,Real Estate
CBRL,2530,Consumer Services
CBSH,4010,Banks
CBT,1510,Materials
CBTX,4010,Banks
CBU,4010,Banks
CBZ,2020,Commercial & Professional Services
CC,1510,Materials
CCB,4010,Banks
CCBG,4010,Banks
CCF,1510,Materials
CCI,6010,Real Estate
CCK,1510,Materials
CCL,2530,Consumer Services
CCMP,4530,Semiconductors & Semiconductor Equipment
CCNE,4010,Banks
CCO,5020,Media & Entertainment
CCOI,5010,Telecommunication Services
CCRN,3510,Health Care Equipment & Services
CCS,2520,Consumer Durables & Apparel
CCXI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDAY,4510,Software & Services
CDE,1510,Materials
CDEV,1010,Energy
CDK,4510,Software & Services
CDLX,5020,Media & Entertainment
CDMO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDNS,4510,Software & Services
CDR,6010,Real Estate
CDW,4520,Technology Hardware & Equipment
CDXC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDXS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CDZI,5510,Utilities
CE,1510,Materials
CECE,2020,Commercial & Professional Services
CEIX,1010,Energy
CELC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CELH,3020,"Food, Beverage & Tobacco"
CENT,3030,Household & Personal Products
CENTA,3030,Household & Personal Products
CENX,1510,Materials
CERC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CERN,3510,Health Care Equipment & Services
CERS,3510,Health Care Equipment & Services
CETV,5020,Media & Entertainment
CEVA,4530,Semiconductors & Semiconductor Equipment
CF,1510,Materials
CFB,4010,Banks
CFFI,4010,Banks
CFFN,4010,Banks
CFG,4010,Banks
CFMS,3510,Health Care Equipment & Services
CFR,4010,Banks
CFX,2010,Capital Goods
CGNX,4520,Technology Hardware & Equipment
CHAP,1010,Energy
CHCO,4010,Banks
CHCT,6010,Real Estate
CHD,3030,Household & Personal Products
CHDN,2530,Consumer Services
CHE,3510,Health Care Equipment & Services
CHEF,3010,Food & Staples Retailing
CHGG,2530,Consumer Services
CHH,2530,Consumer Services
CHK,1010,Energy
CHMA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CHMG,4010,Banks
CHMI,4020,Diversified Financials
CHNG,3510,Health Care Equipment & Services
CHRA,2020,Commercial & Professional Services
CHRS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CHRW,2030,Transportation
CHS,2550,Retailing
CHTR,5020,Media & Entertainment
CHUY,2530,Consumer Services
CI,3510,Health Care Equipment & Services
CIA,4030,Insurance
CIEN,4520,Technology Hardware & Equipment
CIM,4020,Diversified Financials
CINF,4030,Insurance
CIO,6010,Real Estate
CIR,2010,Capital Goods
CIT,4010,Banks
CIVB,4010,Banks
CIX,2020,Commercial & Professional Services
CKH,1010,Energy
CKPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CL,3030,Household & Personal Products
CLAR,2520,Consumer Durables & Apparel
CLBK,4010,Banks
CLCT,2530,Consumer Services
CLDR,4510,Software & Services
CLDT,6010,Real Estate
CLF,1510,Materials
CLFD,4520,Technology Hardware & Equipment
CLGX,2020,Commercial & Professional Services
CLH,2020,Commercial & Professional Services
CLI,6010,Real Estate
CLNC,4020,Diversified Financials
CLNE,1010,Energy
CLNY,6010,Real Estate
CLPR,6010,Real Estate
CLR,1010,Energy
CLVS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CLW,1510,Materials
CLX,3030,Household & Personal Products
CLXT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CMA,4010,Banks
CMBM,4520,Technology Hardware & Equipment
CMC,1510,Materials
CMCO,2010,Capital Goods
CMCSA,5020,Media & Entertainment
CMCT,6010,Real Estate
CMD,3510,Health Care Equipment & Services
CME,4020,Diversified Financials
CMG,2530,Consumer Services
CMI,2010,Capital Goods
CMLS,5020,Media & Entertainment
CMO,4020,Diversified Financials
CMP,1510,Materials
CMPR,2020,Commercial & Professional Services
CMRE,2030,Transportation
CMRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CMS,5510,Utilities
CMTL,4520,Technology Hardware & Equipment
CNA,4030,Insurance
CNBKA,4010,Banks
CNC,3510,Health Care Equipment & Services
CNCE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CNDT,4510,Software & Services
CNK,5020,Media & Entertainment
CNMD,3510,Health Care Equipment & Services
CNNE,4020,Diversified Financials
CNO,4030,Insurance
CNOB,4010,Banks
CNP,5510,Utilities
CNR,2010,Capital Goods
CNS,4020,Diversified Financials
CNSL,5010,Telecommunication Services
CNST,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CNTG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CNTY,2530,Consumer Services
CNX,1010,Energy
CNXN,4520,Technology Hardware & Equipment
CODA,4520,Technology Hardware & Equipment
COF,4020,Diversified Financials
COG,1010,Energy
COHR,4520,Technology Hardware & Equipment
COHU,4530,Semiconductors & Semiconductor Equipment
COKE,3020,"Food, Beverage & Tobacco"
COLB,4010,Banks
COLD,6010,Real Estate
COLL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
COLM,2520,Consumer Durables & Apparel
COMM,4520,Technology Hardware & Equipment
CONE,6010,Real Estate
CONN,2550,Retailing
COO,3510,Health Care Equipment & Services
COOP,4010,Banks
COP,1010,Energy
COR,6010,Real Estate
CORE,2550,Retailing
CORR,6010,Real Estate
CORT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
COST,3010,Food & Staples Retailing
COTY,3030,Household & Personal Products
COUP,4510,Software & Services
COWN,4020,Diversified Financials
CPA,2030,Transportation
CPB,3020,"Food, Beverage & Tobacco"
CPE,1010,Energy
CPF,4010,Banks
CPK,5510,Utilities
CPLG,6010,Real Estate
CPRI,2520,Consumer Durables & Apparel
CPRT,2020,Commercial & Professional Services
CPRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CPS,2510,Automobiles & Components
CPSI,3510,Health Care Equipment & Services
CPT,6010,Real Estate
CR,2010,Capital Goods
CRAI,2020,Commercial & Professional Services
CRBP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CRC,1010,Energy
CRD/A,4030,Insurance
CREE,4530,Semiconductors & Semiconductor Equipment
CRI,2520,Consumer Durables & Apparel
CRK,1010,Energy
CRL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CRM,4510,Software & Services
CRMD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CRMT,2550,Retailing
CRNC,4510,Software & Services
CRNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CROX,2520,Consumer Durables & Apparel
CRS,1510,Materials
CRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CRUS,4530,Semiconductors & Semiconductor Equipment
CRVL,3510,Health Care Equipment & Services
CRY,3510,Health Care Equipment & Services
CSCO,4520,Technology Hardware & Equipment
CSFL,4010,Banks
CSGP,2020,Commercial & Professional Services
CSGS,4510,Software & Services
CSII,3510,Health Care Equipment & Services
CSL,2010,Capital Goods
CSLT,3510,Health Care Equipment & Services
CSOD,4510,Software & Services
CSPR,2520,Consumer Durables & Apparel
CSTE,2010,Capital Goods
CSTL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CSTR,4010,Banks
CSV,2530,Consumer Services
CSWI,2010,Capital Goods
CSX,2030,Transportation
CTAS,2020,Commercial & Professional Services
CTB,2510,Automobiles & Components
CTBI,4010,Banks
CTL,5010,Telecommunication Services
CTLT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CTMX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CTO,6010,Real Estate
CTRA,1510,Materials
CTRC,2520,Consumer Durables & Apparel
CTRE,6010,Real Estate
CTRN,2550,Retailing
CTS,4520,Technology Hardware & Equipment
CTSH,4510,Software & Services
CTSO,3510,Health Care Equipment & Services
CTT,6010,Real Estate
CTVA,1510,Materials
CTXS,4510,Software & Services
CUB,2010,Capital Goods
CUBE,6010,Real Estate
CUBI,4010,Banks
CUE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CULP,2520,Consumer Durables & Apparel
CURO,4020,Diversified Financials
CUTR,3510,Health Care Equipment & Services
CUZ,6010,Real Estate
CVA,2020,Commercial & Professional Services
CVBF,4010,Banks
CVCO,2520,Consumer Durables & Apparel
CVCY,4010,Banks
CVET,3510,Health Care Equipment & Services
CVGI,2010,Capital Goods
CVGW,3020,"Food, Beverage & Tobacco"
CVI,1010,Energy
CVIA,1010,Energy
CVLT,4510,Software & Services
CVLY,4010,Banks
CVM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CVNA,2550,Retailing
CVS,3510,Health Care Equipment & Services
CVTI,2030,Transportation
CVX,1010,Energy
CW,2010,Capital Goods
CWCO,5510,Utilities
CWEN,5510,Utilities
CWEN/A,5510,Utilities
CWH,2550,Retailing
CWK,6010,Real Estate
CWST,2020,Commercial & Professional Services
CWT,5510,Utilities
CXO,1010,Energy
CXP,6010,Real Estate
CXW,6010,Real Estate
CYCN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CYH,3510,Health Care Equipment & Services
CYRX,3510,Health Care Equipment & Services
CYTK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CZNC,4010,Banks
CZR,2530,Consumer Services
D,5510,Utilities
DAKT,4520,Technology Hardware & Equipment
DAL,2030,Transportation
DAN,2510,Automobiles & Components
DAR,3020,"Food, Beverage & Tobacco"
DBD,4520,Technology Hardware & Equipment
DBI,2550,Retailing
DBX,4510,Software & Services
DCI,2010,Capital Goods
DCO,2010,Capital Goods
DCOM,4010,Banks
DCPH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DD,1510,Materials
DDD,4520,Technology Hardware & Equipment
DDS,2550,Retailing
DE,2010,Capital Goods
DEA,6010,Real Estate
DECK,2520,Consumer Durables & Apparel
DEI,6010,Real Estate
DELL,4520,Technology Hardware & Equipment
DENN,2530,Consumer Services
DFIN,4020,Diversified Financials
DFS,4020,Diversified Financials
DG,2550,Retailing
DGICA,4030,Insurance
DGII,4520,Technology Hardware & Equipment
DGX,3510,Health Care Equipment & Services
DHC,6010,Real Estate
DHI,2520,Consumer Durables & Apparel
DHIL,4020,Diversified Financials
DHR,3510,Health Care Equipment & Services
DHT,1010,Energy
