gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,revt,cik,costat,ggroup,gind,gsector,gsubind,naics,sic
028620,20211231,2021,INDL,C,D,STD,PFC,PREMIER FINANCIAL CORP,USD,322.2440,0000946647,A,4010,401010,40,40101015,522110,6020
028629,20211231,2021,FS,C,D,STD,CPT,CAMDEN PROPERTY TRUST,USD,1370.5580,0000906345,A,6010,601010,60,60101060,531110,6798
028629,20211231,2021,INDL,C,D,STD,CPT,CAMDEN PROPERTY TRUST,USD,1165.1170,0000906345,A,6010,601010,60,60101060,531110,6798
028719,20211231,2021,INDL,C,D,STD,CNDT,CONDUENT INC,USD,4140.0000,0001677703,A,4510,451020,45,45102020,518210,7374
028733,20211231,2021,FS,C,D,STD,EQR,EQUITY RESIDENTIAL,USD,3574.3530,0000906107,A,6010,601010,60,60101060,531110,6798
028733,20211231,2021,INDL,C,D,STD,EQR,EQUITY RESIDENTIAL,USD,2486.2650,0000906107,A,6010,601010,60,60101060,531110,6798
028742,20211231,2021,INDL,C,D,STD,BWA,BORGWARNER INC,USD,14838.0000,0000908255,A,2510,251010,25,25101010,336310,3714
028787,20210630,2021,INDL,C,D,STD,PFGC,PERFORMANCE FOOD GROUP CO,USD,29203.1000,0001618673,A,3010,301010,30,30101020,4244,5140
028790,20210531,2020,INDL,C,D,STD,LW,LAMB WESTON HOLDINGS INC,USD,3672.5000,0001679273,A,3020,302020,30,30202030,311411,2030
028866,20210930,2021,FS,C,D,STD,CASH,META FINANCIAL GROUP INC,USD,556.7580,0000907471,A,4010,401010,40,40101015,522110,6020
028866,20210930,2021,INDL,C,D,STD,CASH,META FINANCIAL GROUP INC,USD,556.7580,0000907471,A,4010,401010,40,40101015,522110,6020
028877,20211231,2021,INDL,C,D,STD,KDP,KEURIG DR PEPPER INC,USD,12683.0000,0001418135,A,3020,302010,30,30201030,311920,2090
028930,20211231,2021,INDL,C,D,STD,MAR,MARRIOTT INTL INC,USD,13829.0000,0001048286,A,2530,253010,25,25301020,721110,7011
028940,20211231,2021,INDL,C,D,STD,BDC,BELDEN INC,USD,2408.1000,0000913142,A,4520,452030,45,45203015,33441,3670
029004,20210930,2021,INDL,C,D,STD,VREX,VAREX IMAGING CORP,USD,818.1000,0001681622,A,3510,351010,35,35101010,334517,3844
029052,20211231,2021,INDL,C,D,STD,LXP,LXP INDUSTRIAL TRUST,USD,343.8070,0000910108,A,6010,601010,60,60101020,531120,6798
029061,20210331,2020,FS,C,D,STD,RVSB,RIVERVIEW BANCORP INC,USD,59.4340,0001041368,A,4010,401020,40,40102010,522120,6035
029061,20210331,2020,INDL,C,D,STD,RVSB,RIVERVIEW BANCORP INC,USD,59.4340,0001041368,A,4010,401020,40,40102010,522120,6035
029099,20211231,2021,FS,C,D,STD,REG,REGENCY CENTERS CORP,USD,1314.7530,0000910606,A,6010,601010,60,60101070,531120,6798
029099,20211231,2021,INDL,C,D,STD,REG,REGENCY CENTERS CORP,USD,1213.8710,0000910606,A,6010,601010,60,60101070,531120,6798
029101,20211231,2021,FS,C,D,STD,FFIN,FIRST FINL BANKSHARES INC,USD,518.5810,0000036029,A,4010,401010,40,40101015,522110,6020
029101,20211231,2021,INDL,C,D,STD,FFIN,FIRST FINL BANKSHARES INC,USD,518.5810,0000036029,A,4010,401010,40,40101015,522110,6020
029108,20211231,2021,INDL,C,D,STD,PTEN,PATTERSON-UTI ENERGY INC,USD,1357.0810,0000889900,A,1010,101010,10,10101010,213111,1381
029127,20211231,2021,INDL,C,D,STD,INCY,INCYTE CORP,USD,2986.2670,0000879169,A,3520,352010,35,35201010,325414,2836
029131,20211231,2021,INDL,C,D,STD,ROCK,GIBRALTAR INDUSTRIES INC,USD,1339.7830,0000912562,A,2010,201020,20,20102010,331221,3310
029150,20220131,2021,INDL,C,D,STD,URBN,URBAN OUTFITTERS INC,USD,4548.7630,0000912615,A,2550,255040,25,25504010,448140,5651
029155,20211231,2021,INDL,C,D,STD,CARS,CARS.COM INC,USD,623.6830,0001683606,A,5020,502030,50,50203010,519130,7370
029191,20211231,2021,INDL,C,D,STD,ICHR,ICHOR HOLDINGS LTD,USD,1096.9170,0001652535,A,4530,453010,45,45301010,333242,3559
029206,20211231,2021,INDL,C,D,STD,FWRD,FORWARD AIR CORP,USD,1662.4270,0000912728,A,2030,203010,20,20301010,484110,4210
029217,20210831,2021,INDL,C,D,STD,SCHN,SCHNITZER STEEL INDS  -CL A,USD,2758.5510,0000912603,A,1510,151040,15,15104050,423930,5093
029241,20210630,2021,INDL,C,D,STD,VIAV,VIAVI SOLUTIONS INC,USD,1198.9000,0000912093,A,4520,452010,45,45201020,334210,3576
029251,20210430,2020,INDL,C,D,STD,KALV,KALVISTA PHARMACEUTICALS,USD,0.0000,0001348911,A,3520,352010,35,35201010,325414,2836
029282,20211231,2021,FS,C,D,STD,NYCB,NEW YORK CMNTY BANCORP INC,USD,1750.0000,0000910073,A,4010,401020,40,40102010,522120,6036
029282,20211231,2021,INDL,C,D,STD,NYCB,NEW YORK CMNTY BANCORP INC,USD,1750.0000,0000910073,A,4010,401020,40,40102010,522120,6036
029359,20211231,2021,INDL,C,D,STD,SUI,SUN COMMUNITIES INC,USD,2276.5970,0000912593,A,6010,601010,60,60101060,531110,6798
029375,20211231,2021,INDL,C,D,STD,CASA,CASA SYSTEMS INC,USD,401.3250,0001333835,A,4520,452010,45,45201020,334118,3576
029382,20211231,2021,INDL,C,D,STD,SHOO,MADDEN STEVEN LTD,USD,1866.1420,0000913241,A,2520,252030,25,25203020,316210,3140
029508,20210630,2021,FS,C,D,STD,PCSB,PCSB FINANCIAL CORP,USD,59.7610,0001691337,A,4010,401020,40,40102010,522110,6020
029508,20210630,2021,INDL,C,D,STD,PCSB,PCSB FINANCIAL CORP,USD,59.7610,0001691337,A,4010,401020,40,40102010,522110,6020
029558,20210831,2021,INDL,C,D,STD,PIXY,SHIFTPIXY INC,USD,23.4200,0001675634,A,2020,202020,20,20202010,561311,7361
029609,20210630,2021,INDL,C,D,STD,HAIN,HAIN CELESTIAL GROUP INC,USD,1970.3020,0000910406,A,3020,302020,30,30202030,311,2000
029621,20210731,2021,INDL,C,D,STD,STCN,STEEL CONNECT INC,USD,613.7660,0000914712,A,4510,451020,45,45102020,518210,7374
029649,20211231,2021,FS,C,D,STD,MAA,MID-AMERICA APT CMNTYS INC,USD,2060.3700,0000912595,A,6010,601010,60,60101060,531110,6798
029649,20211231,2021,INDL,C,D,STD,MAA,MID-AMERICA APT CMNTYS INC,USD,1829.4110,0000912595,A,6010,601010,60,60101060,531110,6798
029670,20211231,2021,INDL,C,D,STD,METC,RAMACO RESOURCES INC,USD,283.3940,0001687187,A,1510,151040,15,15104050,212112,1220
029687,20211231,2021,INDL,C,D,STD,APEN,APOLLO ENDOSURGERY INC,USD,62.9890,0001251769,A,3510,351010,35,35101010,339112,3841
029705,20210430,2020,INDL,C,D,STD,DAKT,DAKTRONICS INC,USD,482.0330,0000915779,A,4520,452030,45,45203010,339950,3990
029733,20211231,2021,INDL,C,D,STD,MLM,MARTIN MARIETTA MATERIALS,USD,5414.0000,0000916076,A,1510,151020,15,15102010,212313,1400
029736,20211231,2021,INDL,C,D,STD,TSCO,TRACTOR SUPPLY CO,USD,12731.1050,0000916365,A,2550,255040,25,25504040,453998,5200
029751,20211231,2021,INDL,C,D,STD,ALB,ALBEMARLE CORP,USD,3327.9570,0000915913,A,1510,151010,15,15101050,325180,2810
029755,20210930,2021,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,2140.3030,0000915840,A,2520,252010,25,25201030,236117,1531
029760,20211231,2021,INDL,C,D,STD,KRP,KIMBELL ROYALTY PARTNERS LP,USD,135.6150,0001657788,A,1010,101020,10,10102020,2111,1311
029804,20211231,2021,FS,C,D,STD,IVZ,INVESCO LTD,USD,7848.8000,0000914208,A,4020,402030,40,40203010,523920,6282
029804,20211231,2021,INDL,C,D,STD,IVZ,INVESCO LTD,USD,6894.5000,0000914208,A,4020,402030,40,40203010,523920,6282
029830,20210930,2021,INDL,C,D,STD,WRK,WESTROCK CO,USD,18746.1000,0001732845,A,1510,151030,15,15103020,322211,2650
029855,20211231,2021,FS,C,D,STD,FMNB,FARMERS NATL BANC CORP/OH,USD,154.6520,0000709337,A,4010,401010,40,40101015,522110,6020
029855,20211231,2021,INDL,C,D,STD,FMNB,FARMERS NATL BANC CORP/OH,USD,154.6520,0000709337,A,4010,401010,40,40101015,522110,6020
029868,20211231,2021,INDL,C,D,STD,MAC,MACERICH CO,USD,863.1260,0000912242,A,6010,601010,60,60101070,531120,6798
029870,20211231,2021,INDL,C,D,STD,ZEUS,OLYMPIC STEEL INC,USD,2312.2530,0000917470,A,1510,151040,15,15104050,423510,5051
029875,20211231,2021,INDL,C,D,STD,AVB,AVALONBAY COMMUNITIES INC,USD,2333.4350,0000915912,A,6010,601010,60,60101060,531110,6798
029901,20210731,2021,INDL,C,D,STD,CPRT,COPART INC,USD,2692.5110,0000900075,A,2020,202010,20,20201070,425120,5010
029910,20210630,2021,INDL,C,D,STD,SCSC,SCANSOURCE INC,USD,3150.8060,0000918965,A,4520,452030,45,45203030,423430,5045
029930,20210331,2020,INDL,C,D,STD,MPAA,MOTORCAR PARTS OF AMER INC,USD,540.7820,0000918251,A,2510,251010,25,25101010,336320,3690
029962,20211031,2021,INDL,C,D,STD,LMNR,LIMONEIRA CO,USD,166.0270,0001342423,A,3020,302020,30,30202010,111320,0100
029984,20211231,2021,FS,C,D,STD,PLD,PROLOGIS INC,USD,6960.1030,0001045609,A,6010,601010,60,60101020,531120,6798
029984,20211231,2021,INDL,C,D,STD,PLD,PROLOGIS INC,USD,5164.5660,0001045609,A,6010,601010,60,60101020,531120,6798
030055,20210630,2021,FS,C,D,STD,SMBC,SOUTHERN MISSOURI BANCP INC,USD,129.5170,0000916907,A,4010,401020,40,40102010,522120,6036
030055,20210630,2021,INDL,C,D,STD,SMBC,SOUTHERN MISSOURI BANCP INC,USD,129.5170,0000916907,A,4010,401020,40,40102010,522120,6036
030059,20220131,2021,INDL,C,D,STD,AEO,AMERN EAGLE OUTFITTERS INC,USD,5010.7850,0000919012,A,2550,255040,25,25504010,4481,5600
030091,20211231,2021,INDL,C,D,STD,SNAP,SNAP INC,USD,4117.0480,0001564408,A,5020,502030,50,50203010,519130,7370
030098,20211231,2021,INDL,C,D,STD,IR,INGERSOLL RAND INC,USD,5152.4000,0001699150,A,2010,201060,20,20106020,333912,3560
030137,20211231,2021,INDL,C,D,STD,NKTR,NEKTAR THERAPEUTICS,USD,101.9070,0000906709,A,3520,352020,35,35202010,325412,2834
030145,20211231,2021,INDL,C,D,STD,PUMP,PROPETRO HOLDING CORP,USD,874.5140,0001680247,A,1010,101010,10,10101020,213112,1389
030170,20210331,2020,INDL,C,D,STD,FLEX,FLEX LTD,USD,24124.0000,0000866374,A,4520,452030,45,45203020,334412,3672
030222,20211231,2021,FS,C,D,STD,ABCB,AMERIS BANCORP,USD,1068.6560,0000351569,A,4010,401010,40,40101015,522110,6020
030222,20211231,2021,INDL,C,D,STD,ABCB,AMERIS BANCORP,USD,1068.6560,0000351569,A,4010,401010,40,40101015,522110,6020
030260,20211231,2021,INDL,C,D,STD,SSD,SIMPSON MANUFACTURING INC,USD,1573.2170,0000920371,A,2010,201020,20,20102010,332510,3420
030284,20211231,2021,INDL,C,D,STD,LBRT,LIBERTY OILFIELD SVS,USD,2470.7820,0001694028,A,1010,101010,10,10101020,213112,1389
030293,20211231,2021,INDL,C,D,STD,ESS,ESSEX PROPERTY TRUST,USD,1651.0210,0000920522,A,6010,601010,60,60101060,531110,6798
030298,20211231,2021,FS,C,D,STD,HIW,HIGHWOODS PROPERTIES INC,USD,955.3030,0000921082,A,6010,601010,60,60101040,531120,6798
030298,20211231,2021,INDL,C,D,STD,HIW,HIGHWOODS PROPERTIES INC,USD,771.6340,0000921082,A,6010,601010,60,60101040,531120,6798
030443,20211231,2021,INDL,C,D,STD,FDP,FRESH DEL MONTE PRODUCE INC,USD,4252.0000,0001047340,A,3020,302020,30,30202010,111339,0100
030463,20210831,2021,INDL,C,D,STD,GBX,GREENBRIER COS INC (THE),USD,1747.9810,0000923120,A,2010,201060,20,20106010,336510,3743
030477,20210930,2021,INDL,C,D,STD,MATW,MATTHEWS INTL CORP  -CL A,USD,1671.0300,0000063296,A,2020,202010,20,20201070,323111,2790
030536,20211231,2021,INDL,C,D,STD,GEO,GEO GROUP INC,USD,2256.6120,0000923796,A,2020,202010,20,20201080,531120,6798
030547,20211231,2021,INDL,C,D,STD,SOI,SOLARIS OILFIELD IF INC,USD,159.1890,0001697500,A,1010,101010,10,10101020,532412,7359
030576,20211231,2021,INDL,C,D,STD,ADTN,ADTRAN INC,USD,563.0040,0000926282,A,4520,452010,45,45201020,334210,3661
030612,20211231,2021,INDL,C,D,STD,AMED,AMEDISYS INC,USD,2207.5710,0000896262,A,3510,351020,35,35102015,621610,8082
030651,20211231,2021,INDL,C,D,STD,DAR,DARLING INGREDIENTS INC,USD,4741.3690,0000916540,A,3020,302020,30,30202010,311613,2070
030655,20211231,2021,INDL,C,D,STD,AYX,ALTERYX INC,USD,536.1350,0001689923,A,4510,451030,45,45103010,519130,7370
030662,20211231,2021,INDL,C,D,STD,SIRI,SIRIUS XM HOLDINGS INC,USD,8696.0000,0000908937,A,5020,502010,50,50201030,515112,4832
030671,20211231,2021,INDL,C,D,STD,RS,RELIANCE STEEL & ALUMINUM CO,USD,14093.3000,0000861884,A,1510,151040,15,15104050,423510,5051
030714,20210331,2020,INDL,C,D,STD,TESS,TESSCO TECHNOLOGIES INC,USD,373.3410,0000927355,A,4520,452010,45,45201020,423690,5065
030736,20220131,2021,INDL,C,D,STD,OKTA,OKTA INC,USD,1300.2010,0001660134,A,4510,451020,45,45102030,519130,7370
030857,20210331,2020,FS,C,D,STD,CARV,CARVER BANCORP INC,USD,26.5050,0001016178,A,4010,401020,40,40102010,522120,6035
030857,20210331,2020,INDL,C,D,STD,CARV,CARVER BANCORP INC,USD,26.5050,0001016178,A,4010,401020,40,40102010,522120,6035
030861,20211231,2021,INDL,C,D,STD,KNX,KNIGHT-SWIFT TRPTN HLDGS INC,USD,5998.0190,0001492691,A,2030,203040,20,20304020,484121,4213
030870,20210630,2021,INDL,C,D,STD,AZPN,ASPEN TECHNOLOGY INC,USD,709.3760,0000929940,A,4510,451030,45,45103010,511210,7372
030932,20211231,2021,FS,C,D,STD,NWBI,NORTHWEST BANCSHARES INC,USD,536.0700,0001471265,A,4010,401010,40,40101015,522120,6035
030932,20211231,2021,INDL,C,D,STD,NWBI,NORTHWEST BANCSHARES INC,USD,536.0700,0001471265,A,4010,401010,40,40101015,522120,6035
031059,20211231,2021,INDL,C,D,STD,ZYME,ZYMEWORKS INC,USD,26.6800,0001403752,A,3520,352010,35,35201010,325414,2836
031094,20211231,2021,INDL,C,D,STD,BHVN,BIOHAVEN PHRMCUTCL HLD,USD,462.5090,0001689813,A,3520,352010,35,35201010,325412,2834
031170,20211231,2021,INDL,C,D,STD,USAP,UNVL STAINLESS & ALLOY PRODS,USD,155.9340,0000931584,A,1510,151040,15,15104050,331110,3312
031236,20211231,2021,INDL,C,D,STD,APPN,APPIAN CORP,USD,369.2590,0001441683,A,4510,451030,45,45103020,518210,7370
031251,20211231,2021,INDL,C,D,STD,KREF,KKR REAL ESTATE FIN TR INC,USD,292.1330,0001631596,A,4020,402040,40,40204010,525990,6798
031294,20211231,2021,INDL,C,D,STD,GTHX,G1 THERAPEUTICS INC,USD,31.4760,0001560241,A,3520,352010,35,35201010,325414,2836
031368,20211231,2021,FS,C,D,STD,HAFC,HANMI FINANCIAL CORP,USD,256.8460,0001109242,A,4010,401010,40,40101015,522110,6020
031368,20211231,2021,INDL,C,D,STD,HAFC,HANMI FINANCIAL CORP,USD,256.8460,0001109242,A,4010,401010,40,40101015,522110,6020
031453,20211231,2021,INDL,C,D,STD,NSIT,INSIGHT ENTERPRISES INC,USD,9436.1130,0000932696,A,4520,452030,45,45203030,423430,5045
031457,20211231,2021,INDL,C,D,STD,SSTI,SHOTSPOTTER INC,USD,58.1550,0001351636,A,4510,451030,45,45103010,519130,7370
031477,20210930,2021,INDL,C,D,STD,AZTA,AZENTA INC,USD,513.7030,0000933974,A,4530,453010,45,45301010,54171,8731
031521,20210930,2021,FS,C,D,STD,SNEX,STONEX GROUP INC,USD,42534.2000,0000913760,A,4020,402030,40,40203020,523130,6200
031521,20210930,2021,INDL,C,D,STD,SNEX,STONEX GROUP INC,USD,42534.2000,0000913760,A,4020,402030,40,40203020,523130,6200
031564,20211231,2021,INDL,C,D,STD,ACIW,ACI WORLDWIDE INC,USD,1370.5980,0000935036,A,4510,451030,45,45103010,518210,7370
031567,20210630,2021,INDL,C,D,STD,STRT,STRATTEC SECURITY CORP,USD,485.2950,0000933034,A,2510,251010,25,25101010,336390,3714
031585,20211231,2021,FS,C,D,STD,BY,BYLINE BANCORP INC,USD,323.1790,0001702750,A,4010,401010,40,40101015,522110,6020
031585,20211231,2021,INDL,C,D,STD,BY,BYLINE BANCORP INC,USD,323.1790,0001702750,A,4010,401010,40,40101015,522110,6020
031624,20211231,2021,INDL,C,D,STD,APRN,BLUE APRON HOLDNG INC,USD,470.3770,0001701114,A,3010,301010,30,30101030,454110,5961
031673,20210930,2021,INDL,C,D,STD,ABC,AMERISOURCEBERGEN CORP,USD,213988.8430,0001140859,A,3510,351020,35,35102010,424210,5122
031718,20211231,2021,FS,C,D,STD,ATLO,AMES NATIONAL CORP,USD,71.0190,0001132651,A,4010,401010,40,40101015,522110,6020
031718,20211231,2021,INDL,C,D,STD,ATLO,AMES NATIONAL CORP,USD,71.0190,0001132651,A,4010,401010,40,40101015,522110,6020
031752,20211231,2021,INDL,C,D,STD,CBZ,CBIZ INC,USD,1104.9250,0000944148,A,2020,202020,20,20202020,541219,8721
031774,20211231,2021,INDL,C,D,STD,BHF,BRIGHTHOUSE FINANL INC,USD,7142.0000,0001685040,A,4030,403010,40,40301020,524113,6311
031846,20210531,2020,INDL,C,D,STD,DRI,DARDEN RESTAURANTS INC,USD,7196.1000,0000940944,A,2530,253010,25,25301040,722511,5812
031887,20210630,2021,INDL,C,D,STD,RMD,RESMED INC,USD,3196.8250,0000943819,A,3510,351010,35,35101010,334510,3845
031958,20211231,2021,INDL,C,D,STD,SAFE,SAFEHOLD INC,USD,193.2930,0001688852,A,6010,601010,60,60101080,531190,6798
031994,20211231,2021,INDL,C,D,STD,GPMT,GRANITE POINT MORTGE TRS INC,USD,198.2880,0001703644,A,4020,402040,40,40204010,525990,6798
032098,20211031,2021,INDL,C,D,STD,BBCP,CONCRETE PUMPING HOLDINGS,USD,315.8080,0001703956,A,2010,201030,20,20103010,238,1700
032106,20211231,2021,INDL,C,D,STD,BKR,BAKER HUGHES CO,USD,20502.0000,0001701605,A,1010,101010,10,10101020,213112,1389
032285,20211231,2021,INDL,C,D,STD,ECVT,ECOVYST INC,USD,611.2000,0001708035,A,1510,151010,15,15101050,325180,2810
032383,20211231,2021,INDL,C,D,STD,DCPH,DECIPHERA PHRMCTAL INC,USD,96.1480,0001654151,A,3520,352010,35,35201010,325414,2836
032469,20211231,2021,INDL,C,D,STD,SWCH,SWITCH INC,USD,592.0450,0001710583,A,4510,451020,45,45102030,519130,7370
032502,20211231,2021,INDL,C,D,STD,ANGI,ANGI INC,USD,1685.4380,0001705110,A,5020,502030,50,50203010,519130,7370
032519,20211231,2021,FS,C,D,STD,MCB,METROPOLITAN BANK HLDNG,USD,196.9810,0001476034,A,4010,401010,40,40101015,522110,6020
032519,20211231,2021,INDL,C,D,STD,MCB,METROPOLITAN BANK HLDNG,USD,196.9810,0001476034,A,4010,401010,40,40101015,522110,6020
032530,20211231,2021,INDL,C,D,STD,ALTR,ALTAIR ENGINEERING INC,USD,535.6610,0001701732,A,4510,451030,45,45103010,511210,7372
032558,20211231,2021,INDL,C,D,STD,PACK,RANPAK HOLDINGS CORP,USD,383.9000,0001712463,A,1510,151030,15,15103020,3222,2670
032571,20211231,2021,INDL,C,D,STD,BAND,BANDWIDTH INC,USD,490.9070,0001514416,A,5010,501010,50,50101010,519130,7370
032600,20211231,2021,FS,C,D,STD,CBTX,CBTX INC,USD,148.3570,0001473844,A,4010,401010,40,40101015,522110,6020
032600,20211231,2021,INDL,C,D,STD,CBTX,CBTX INC,USD,148.3570,0001473844,A,4010,401010,40,40101015,522110,6020
032610,20210930,2021,INDL,C,D,STD,AQUA,EVOQUA WATER TECH,USD,1464.4290,0001604643,A,2010,201060,20,20106020,333318,3580
032619,20211231,2021,FS,C,D,STD,MBIN,MERCHANTS BANCORP,USD,469.2190,0001629019,A,4010,401020,40,40102010,522110,6020
032619,20211231,2021,INDL,C,D,STD,MBIN,MERCHANTS BANCORP,USD,469.2190,0001629019,A,4010,401020,40,40102010,522110,6020
032641,20211231,2021,INDL,C,D,STD,SAIL,SAILPOINT TECHNO HLDG,USD,438.9540,0001627857,A,4510,451030,45,45103020,518210,7370
032647,20210331,2020,INDL,C,D,STD,AIHS,SENMIAO TECHNOLOGY,USD,6.1610,0001711012,A,4020,402020,40,40202010,522220,6159
032688,20210731,2021,INDL,C,D,STD,SFIX,STITCH FIX INC,USD,2101.2580,0001576942,A,2550,255020,25,25502020,454110,5961
032698,20211231,2021,FS,C,D,STD,SBT,STERLING BANCORP INC,USD,120.9300,0001680379,A,4010,401020,40,40102010,522120,6035
032698,20211231,2021,INDL,C,D,STD,SBT,STERLING BANCORP INC,USD,120.9300,0001680379,A,4010,401020,40,40102010,522120,6035
032715,20211231,2021,INDL,C,D,STD,ARCT,ARCTURUS THERAPETCS HOLD INC,USD,12.3590,0001768224,A,3520,352010,35,35201010,325414,2836
032751,20211231,2021,INDL,C,D,STD,ILPT,INDSTRL LGST PRPT TRST,USD,260.7920,0001717307,A,6010,601010,60,60101020,531120,6798
032763,20211231,2021,FS,C,D,STD,LBC,LUTHER BURBANK CORP,USD,229.8050,0001475348,A,4010,401020,40,40102010,522110,6020
032763,20211231,2021,INDL,C,D,STD,LBC,LUTHER BURBANK CORP,USD,229.8050,0001475348,A,4010,401020,40,40102010,522110,6020
032775,20211231,2021,INDL,C,D,STD,DNLI,DENALI THERAPEUTCS INC,USD,48.6610,0001714899,A,3520,352010,35,35201010,325414,2836
032792,20211231,2021,INDL,C,D,STD,QTRX,QUANTERIX CORP,USD,110.5560,0001503274,A,3520,352030,35,35203010,334510,3845
032809,20211231,2021,INDL,C,D,STD,AMEH,APOLLO MEDICAL HOLDING INC,USD,773.9150,0001083446,A,3510,351020,35,35102015,621999,8090
032855,20210930,2021,INDL,C,D,STD,AVYA,AVAYA HLDGS CORP,USD,2973.0000,0001418100,A,4510,451030,45,45103010,511210,7372
032908,20211231,2021,INDL,C,D,STD,RCKT,ROCKET PHARMACEUTICALS INC,USD,0.0000,0001281895,A,3520,352010,35,35201010,325414,2836
032930,20211231,2021,INDL,C,D,STD,ADT,ADT INC,USD,5307.0000,0001703056,A,2020,202010,20,20201080,561621,7381
032938,20211231,2021,INDL,C,D,STD,WHD,CACTUS INC,USD,438.5890,0001699136,A,1010,101010,10,10101020,333132,3533
032980,20211231,2021,INDL,C,D,STD,COLD,AMERICOLD REALTY TRUST,USD,2713.6270,0001455863,A,6010,601010,60,60101020,531120,6798
032984,20210930,2021,INDL,C,D,STD,NBSE,NEUBASE THERAPEUTICS INC,USD,0.0000,0001173281,A,3520,352010,35,35201010,325414,2836
033037,20210731,2021,INDL,C,D,STD,ZS,ZSCALER INC,USD,673.1000,0001713683,A,4510,451030,45,45103020,518210,7370
033110,20210331,2020,INDL,C,D,STD,STEP,STEPSTONE GROUP INC,USD,787.7160,0001796022,A,4020,402030,40,40203010,523930,6282
033114,20211231,2021,INDL,C,D,STD,VXRT,VAXART INC,USD,0.8920,0000072444,A,3520,352010,35,35201010,325414,2836
033152,20211231,2021,INDL,C,D,STD,DBX,DROPBOX INC,USD,2157.9000,0001467623,A,4510,451030,45,45103010,519130,7370
033232,20220131,2021,INDL,C,D,STD,ZUO,ZUORA INC,USD,346.7380,0001423774,A,4510,451030,45,45103020,518210,7370
033243,20211231,2021,INDL,C,D,STD,WH,WYNDHAM HOTELS & RESRTS,USD,1565.0000,0001722684,A,2530,253010,25,25301020,721110,7011
033272,20211231,2021,FS,C,D,STD,LEVL,LEVEL ONE BANCORP INC,USD,109.0220,0001412707,A,4010,401010,40,40101015,522110,6020
033272,20211231,2021,INDL,C,D,STD,LEVL,LEVEL ONE BANCORP INC,USD,109.0220,0001412707,A,4010,401010,40,40101015,522110,6020
033326,20211231,2021,INDL,C,D,STD,CHX,CHAMPIONX CORP,USD,3074.9900,0001723089,A,1010,101010,10,10101020,333132,3533
033420,20211231,2021,INDL,C,D,STD,LASR,NLIGHT INC,USD,270.1460,0001124796,A,4520,452030,45,45203010,334413,3674
033421,20211231,2021,INDL,C,D,STD,GSHD,GOOSEHEAD INSURANCE,USD,151.3120,0001726978,A,4030,403010,40,40301010,524210,6411
033435,20211231,2021,INDL,C,D,STD,INSP,INSPIRE MEDICAL SYSTEM,USD,233.3940,0001609550,A,3510,351030,35,35103010,334510,3845
033459,20211231,2021,FS,C,D,STD,OBNK,ORIGIN BANCORP,USD,,0001516912,A,4010,401010,40,40101015,522110,6020
033459,20211231,2021,INDL,C,D,STD,OBNK,ORIGIN BANCORP,USD,,0001516912,A,4010,401010,40,40101015,522110,6020
033476,20210331,2020,INDL,C,D,STD,JRSH,JERASH HOLDINGS (US),USD,90.2130,0001696558,A,2520,252030,25,25203010,315,2300
033533,20211231,2021,INDL,C,D,STD,EVOP,EVO PAYMENTS INC,USD,496.6450,0001704596,A,4510,451020,45,45102020,518210,7374
033598,20211231,2021,INDL,C,D,STD,USX,US XPRESS ENTRPRS INC,USD,1948.5260,0000923571,A,2030,203040,20,20304020,4841,4210
033603,20220131,2021,INDL,C,D,STD,DOMO,DOMO INC,USD,257.9610,0001505952,A,4510,451030,45,45103010,518210,7370
033610,20211231,2021,INDL,C,D,STD,AVLR,AVALARA INC,USD,698.9770,0001348036,A,4510,451030,45,45103010,519130,7370
033637,20210930,2021,INDL,C,D,STD,BV,BRIGHTVIEW HOLDINGS,USD,2553.6000,0001734713,A,2020,202010,20,20201050,541320,0700
033638,20210930,2021,INDL,C,D,STD,IIIV,I3 VERTICALS INC,USD,224.1240,0001728688,A,4510,451020,45,45102020,518210,7374
033647,20211231,2021,INDL,C,D,STD,VNE,VEONEER INC,USD,1657.0000,0001733186,A,2510,251010,25,25101010,3363,3714
033668,20211231,2021,INDL,C,D,STD,BE,BLOOM ENERGY CORP,USD,972.1760,0001664703,A,2010,201040,20,20104020,335312,3621
033684,20211231,2021,INDL,C,D,STD,EPRT,ESSENTIAL PPT RLTY TST,USD,230.3280,0001728951,A,6010,601010,60,60101010,5311,6798
033695,20211231,2021,FS,C,D,STD,CCB,COASTAL FINANCIAL CORP,USD,109.9380,0001437958,A,4010,401010,40,40101015,522110,6020
033695,20211231,2021,INDL,C,D,STD,CCB,COASTAL FINANCIAL CORP,USD,109.9380,0001437958,A,4010,401010,40,40101015,522110,6020
033719,20210331,2020,INDL,C,D,STD,REPL,REPLIMUNE GROUP INC,USD,0.0000,0001737953,A,3520,352010,35,35201010,325414,2836
033720,20211231,2021,INDL,C,D,STD,RUBY,RUBIUS THERAPEUTICS INC,USD,0.0000,0001709401,A,3520,352010,35,35201010,325414,2836
033721,20211231,2021,INDL,C,D,STD,ALLK,ALLAKOS INC,USD,0.0000,0001564824,A,3520,352010,35,35201010,325414,2836
033750,20211231,2021,INDL,C,D,STD,IAA,IAA INC,USD,1837.4000,0001745041,A,2020,202010,20,20201070,4411,5500
